id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
61878,MODERN LIVING AND FURNISHINGS,300211,Sasha,,District 2,32.8169,-96.82018,Entire home/apt,85,30,55,2023-12-30,0.33,1,364,2,
270936,1BR 1BA Oaklawn Condo Close to Downtown & Uptown,1417982,Robert,,District 14,32.81442,-96.81548,Entire home/apt,65,30,45,2024-06-15,0.40,1,105,1,
795703,Amazing location walk to Downtown Dallas,4191322,Michelle,,District 14,32.80327,-96.80976,Entire home/apt,243,30,71,2024-07-27,0.51,1,267,1,
826118,Far North Dallas -- Blue Room,804559,Rodney,,District 12,32.98825,-96.78926,Private room,62,14,27,2024-01-31,0.24,2,75,4,
826201,Far North Dallas -- Gray Room,804559,Rodney,,District 12,32.98853,-96.78903,Private room,54,30,32,2024-01-15,0.23,2,95,2,
860248,"Peaceful Home By the Lake: Safe, Cozy, Quiet",4505460,Judy,,District 9,32.85509,-96.70625,Private room,43,7,72,2023-09-30,0.74,3,152,1,
1154424,"Uptown, Charming Studio 1B,Fast Free WiFi Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,92,3,94,2024-05-13,0.69,9,224,2,
1277933,The Santa Fe Suite and Maxfield Parrish Suite,6904484,C. F. Sandy,,District 11,32.92449,-96.79062,Private room,65,1,30,2019-11-09,0.34,1,365,0,
1479800,Sunny/MStreet/SMU/Trendy Greenville/Private Bath,3809024,Holly,,District 14,32.83103,-96.7638,Private room,95,2,102,2023-05-15,0.76,3,29,0,
1507428,"Uptown – Studio  #8, Free Fast WiFi Parking Cable",6063232,Joan,,District 14,32.81961,-96.78996,Entire home/apt,78,3,71,2024-08-03,0.53,9,157,3,
1826550,Private Room in Canton Townhouse,9557710,Jeff,,District 14,32.78112,-96.79165,Private room,82,1,637,2024-08-01,4.87,3,38,44,
1832427,Beautiful 3BR Canton Townhouse,9557710,Jeff,,District 2,32.77805,-96.79362,Entire home/apt,403,2,178,2024-07-15,1.39,3,134,17,
1856710,Sunny Bedroom/MStreet/SMU/Trendy Greenville Ave,3809024,Holly,,District 14,32.83531,-96.77386,Private room,90,2,44,2024-07-27,0.34,3,302,6,
2082487,"Uptown Spacious Studio #2, Free Fast WiFi Parking",6063232,Joan,,District 14,32.820461,-96.789574,Entire home/apt,92,3,61,2023-11-04,0.47,9,154,1,
2169463,The French House,11067935,Thierry,,District 13,32.90005,-96.84828,Private room,85,1,42,2022-04-03,0.33,1,358,0,
2537593,Victor's Old East Dallas Bedroom,12993311,Jan,,District 2,32.7991,-96.75911,Private room,55,5,58,2024-04-10,0.46,4,208,6,
2707172,"Queen, Walk in Shower-TV-- Internet",12321313,Judith,,District 12,32.99264,-96.83711,Private room,78,1,16,2023-11-17,0.14,2,364,1,
2745099,Dallas: Private 2-Story Loft-6-Miles from Downtown,14042475,Mina,,District 7,32.78619,-96.71823,Private room,42,31,30,2020-03-31,0.25,3,288,0,
2762537,Safe Uptown Studio 7A Free Fast WIFI Private Entry,6063232,Joan,,District 14,32.81821,-96.78901,Entire home/apt,92,3,81,2023-12-29,0.65,9,192,2,
2800000,real Bohemian NYC-style Art loft!,7173761,Fred,,District 7,32.77919,-96.76883,Private room,150,1,327,2024-04-10,3.43,1,179,2,
2843930,Sunny/Quiet/MStreet/SMU/Trendy GreenvilleAve,3809024,Holly,,District 14,32.8355,-96.77328,Private room,90,2,45,2024-06-02,0.37,3,343,9,
2967263,Amber's first floor bedroom,12993311,Jan,,District 2,32.79924,-96.75774,Private room,70,5,50,2024-07-05,0.42,4,322,8,
2985692,"Uptown - 1 bd #6, Fast WiFi Parking Great Location",6063232,Joan,,District 14,32.81848,-96.78926,Entire home/apt,111,3,61,2024-04-14,0.49,9,180,4,
2989483,Dallas: Private Room (#1)-6-Miles from Downtown,14042475,Mina,,District 7,32.78624,-96.71788,Private room,45,31,19,2020-07-09,0.16,3,283,0,
3003479,Beautiful 2 Bedroom & 2 Bath Near Uptown!,11801188,Rc,,District 2,32.80935,-96.81724,Entire home/apt,137,1,286,2024-07-18,2.37,1,319,19,
3143997,Queen Size Suite Mid Town Dallas Private Home,15962199,Teena,,District 13,32.9247,-96.82748,Private room,55,3,84,2024-08-04,0.93,1,80,15,
3199397,European Touch near White Rock Lake,16213597,Alicia,,District 9,32.81929,-96.70964,Private room,65,2,36,2018-06-04,0.29,1,1,0,
3230663,Lone Star Darling + Outdoor Gazebo + 2 Beds,67815046,David,,District 1,32.746212,-96.858727,Entire home/apt,149,3,105,2024-08-02,1.01,3,90,11,
3463371,"Uptown – Large 1 bd #1, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,113,3,39,2024-04-01,0.32,9,136,3,
3676585,Charming 'M Streets' Guest Cottage,6324192,Amy,,District 14,32.83104,-96.76606,Entire home/apt,97,2,345,2024-07-30,2.83,1,300,33,
4110844,"Bedroom w/Balcony--Walk in closet,",12321313,Judith,,District 12,32.99339,-96.83601,Private room,80,1,9,2020-09-04,0.07,2,364,0,
4311007,Walkable Dallas Urban Retreat By Downtown+KING Bed,14736042,Zagros,,District 14,32.81295,-96.76305,Entire home/apt,140,3,128,2024-06-03,1.07,1,269,19,
4311137,Zoë’s bird nest,12993311,Jan,,District 2,32.79756,-96.75751,Private room,55,5,39,2024-05-14,0.33,4,261,8,
4630130,Long Term Rental in North Dallas,22330135,Lisa,,District 12,32.99791,-96.80412,Entire home/apt,220,3,54,2024-06-30,0.47,1,364,3,
4671587,Beautiful 3 Story Townhome - Downtown Dallas,23751816,Blake,,District 2,32.78085,-96.79107,Entire home/apt,306,2,263,2024-05-26,2.23,2,356,6,
4725037,Single family 3 bed 2 baths,16468063,Danny,,District 12,32.99379,-96.87141,Entire home/apt,300,6,20,2021-08-08,0.25,5,365,0,
4833160,East Uptown Townhome w/ City View,9649521,Cory,,District 14,32.80127,-96.78623,Private room,72,30,322,2024-07-26,2.75,1,149,18,
4979180,M Streets Modern Tudor with Backyard Oasis,10435889,Tiffaney,,District 14,32.83063,-96.77932,Entire home/apt,886,2,209,2024-08-08,1.82,2,325,15,
5019741,"3 Bed 2 Bath, Downtown Townhome, Modern & Peaceful",9761734,Michael,,District 14,32.79689,-96.78413,Entire home/apt,178,29,65,2023-09-13,0.56,2,245,1,
5608008,Guest Quarters/Studio Apartment,9954289,Mark,,District 1,32.74084,-96.86823,Entire home/apt,87,31,65,2024-02-08,0.58,1,216,3,
5692910,Blackbird Lofts,29514625,Lisa,,District 2,32.77722,-96.79086,Entire home/apt,325,5,176,2021-03-22,1.55,1,228,0,
6017390,Discover Dallas: M-Streets Studio Getaway,31234076,Adam,,District 14,32.829478733895606,-96.7705114558339,Entire home/apt,147,10,0,,,1,364,0,
6291070,"Pet friendly, high speed centrally located home!",3867775,Anita,,District 2,32.81832,-96.78003,Entire home/apt,219,3,41,2024-08-12,1.84,1,111,23,
6488857,King Bed Spa Bath Minutes From Downtown Dallas,32135472,Jamal,,District 9,32.84383,-96.67262,Entire home/apt,185,1,5,2023-07-06,0.22,1,178,0,
6913752,Condo 1500 sq ft  private sleeps 5 Master king bed,20618407,Valarie,,District 12,32.99496,-96.84095,Entire home/apt,,30,39,2024-05-31,0.36,10,0,3,
7047741,Secluded Treasure in the Heart❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,91,3,558,2024-08-15,5.02,2,319,41,
7258293,Cozy Loft near Gexa Energy Pavillion,37999128,Mona,,District 5,32.76849,-96.69209,Entire home/apt,6,30,225,2024-08-03,2.04,1,358,5,
7601082,Dallas/Bishop Arts Farmhouse,3527030,Sean,,District 1,32.74994,-96.83263,Entire home/apt,175,2,172,2024-05-26,1.57,1,339,12,
7627921,N. Dallas Private room & bathroom,40014595,Carlos,,District 13,32.92284,-96.81189,Private room,48,28,34,2024-07-12,0.33,2,40,1,
7639838,Luxury In The City!,40088073,Andrea,,District 2,32.80595,-96.81825,Entire home/apt,333,1,3,2024-08-16,1.07,1,85,3,
7715777,The Best Dallas Has To Offer. Heated Pool/Spa!,24407447,Blake,,District 10,32.89608,-96.731537,Entire home/apt,417,2,269,2024-07-28,2.45,14,318,27,
7966111,* Nice New Home,42032525,Katie,,District 3,32.6916453,-96.9281838,Entire home/apt,121,3,21,2024-07-28,0.97,1,229,15,
8131624,Luxury High Rise Apartment,20651761,Shannon,,District 14,32.78885,-96.80644,Entire home/apt,475,1,5,2015-12-06,0.05,1,365,0,
8194959,Cozy Guest Home/UTSW/Market Center/Uptown,11394453,Jeff,,District 2,32.83716,-96.82378,Entire home/apt,100,3,415,2024-08-16,3.99,1,23,35,
8452797,Lovely home near White Rock Lake,27100767,Ally,,District 9,32.85106,-96.70795,Entire home/apt,175,30,94,2024-08-16,0.87,1,234,9,
8513649,The Purple House of Bishop Arts,13030399,Katrina,,District 1,32.74825,-96.82864,Entire home/apt,175,2,341,2024-08-04,3.21,5,105,43,
8568055,Private and Perfectly Located by Greenville Ave.,38961725,Theresa,,District 14,32.82246,-96.76485,Entire home/apt,77,7,50,2024-07-21,0.46,1,319,14,
8716333,COZY 1 BEDROOM IN NORTH DALLAS,27296534,Katie,,District 11,32.95742,-96.8076,Private room,71,2,45,2018-04-06,0.42,1,364,0,
8731213,1000sf 2-story condo Knox/Henderson,45814261,Brian,,District 14,32.82166,-96.79399,Entire home/apt,165,30,28,2024-07-30,0.26,2,365,1,
8742873,"Private room, private bath & office/media room",45865766,Margaret,,District 12,33.00763,-96.83379,Private room,59,3,78,2024-08-03,0.73,1,347,5,
8828756,3 Beds Historic Home Lowest Greenville,46242681,John,,District 14,32.813176259475995,-96.76728383092662,Entire home/apt,120,2,22,2024-07-28,1.82,1,136,22,
9075727,Charming pet friendly bungalow/central location!,40907479,Lisa,,District 13,32.85627,-96.84056,Entire home/apt,99,3,229,2022-06-24,2.38,7,257,0,
9094457,"Uptown - 1 bd  #7, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,111,3,23,2023-10-08,0.22,9,199,1,
9300551,Lakewood area bungalow,5096616,Robert,,District 14,32.82201,-96.75809,Entire home/apt,,30,24,2022-08-31,0.23,1,0,0,
9415835,Historic Sanctuary in the City | Hera House,48821106,Dia,,District 14,32.81272,-96.76833,Entire home/apt,85,2,101,2024-06-30,0.96,1,86,14,
9462838,Industrial Chic Stay in Oaklawn 207,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,70,30,27,2024-02-16,0.28,8,187,4,
9759515,Socozyluxe Studio in Uptown / Oak Lawn,20205060,Stan,,District 14,32.81596,-96.81054,Entire home/apt,126,2,492,2024-07-22,4.79,3,335,36,
10037035,Marble floors and Tiled shower in Oaklawn 107,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,66,30,44,2024-05-14,0.44,8,330,4,
10037226,Stay in Style! Heart of Dallas 106,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,51,30,24,2024-08-17,0.24,8,355,2,
10042361,Oaklawn furnished monthly rental 104,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,59,30,27,2024-03-09,0.27,8,251,2,
10306419,Googie's sunlit sanctuary,12993311,Jan,,District 2,32.79916,-96.75921,Private room,70,5,52,2024-07-19,0.51,4,313,8,
10313293,Dallas Bungalow - White Rock Lake,53066413,Jennifer,,District 9,32.84257,-96.74007,Entire home/apt,84,30,139,2024-08-03,1.33,1,298,4,
10354464,Charming 1 bedroom apt in historic home,27836510,Judy,,District 14,32.80187,-96.75521,Entire home/apt,115,2,160,2024-05-27,1.55,1,345,17,
10593020,Pecan Cottage,6211771,Frances,,District 9,32.80852,-96.71359,Entire home/apt,84,28,41,2024-01-31,0.39,1,169,3,
10766446,Cozy & Private Gem near White Rock Lake!,10603454,Jerod,,District 9,32.81443,-96.70419,Entire home/apt,60,1,75,2024-07-31,2.55,1,225,32,
11370969,Historic Apartment with Balcony on Swiss Avenue,21699077,Elizabeth,,District 2,32.79873,-96.77395,Entire home/apt,92,30,73,2024-04-09,0.72,2,356,4,
11438478,Private Bedroom/Bath Inwood-Love Field Station,43889052,Israel,,District 2,32.82302,-96.83167,Private room,45,31,83,2024-07-20,0.92,6,61,4,
11498438,"Clean, quiet, balcony, washer and dryer, pool view",16783105,Mike,,District 11,32.88763,-96.77053,Entire home/apt,65,10,51,2024-08-10,0.51,5,365,7,
11510807,Luxurious 3 lvl Oak Lawn/Highland Park!,37273366,City,,District 14,32.81862,-96.80791,Entire home/apt,206,2,126,2024-08-15,1.40,2,73,23,
11606945,Entire guest house in Preston Hollow,61431187,John,,District 11,32.90476,-96.80272,Entire home/apt,107,31,51,2024-07-27,0.50,1,151,2,
11639642,Lower Greenville Ave. Historic Duplex,249111,Carolyn,,District 2,32.81472,-96.77283,Entire home/apt,80,30,27,2024-05-01,0.60,1,162,2,
11656994,Two bedroom. Mid Century style close to everything,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,50,30,14,2024-08-10,0.14,8,229,4,
11757739,Nice cozy  house near Love Field,43889052,Israel,,District 2,32.84695,-96.82887,Entire home/apt,120,3,171,2024-05-20,1.67,6,321,1,
11773727,Charming Pool side Suite,62676658,Nadia,,District 12,33.00456,-96.78763,Private room,90,2,33,2024-04-08,0.32,1,355,1,
11883701,Private Room 2 Canton Townhouse,9557710,Jeff,,District 2,32.77893,-96.79058,Private room,,1,182,2024-05-14,1.83,3,0,16,
11966988,SoCozyToo Exec Suite Oaklawn/Uptown,20205060,Stan,,District 14,32.81669,-96.81073,Entire home/apt,197,3,505,2024-07-10,5.00,3,313,43,
11995979,Dallas Love,7892649,Lauryn,,District 6,32.87749,-96.86321,Entire home/apt,,10,101,2024-02-29,0.99,1,0,1,
12049690,Comfortable Modern Design House with Jacuzzi,64526429,Asher,,District 12,33.01158,-96.83751,Entire home/apt,238,1,312,2024-08-13,3.07,3,364,33,
12169059,Rare Gem in the Heart ❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,81,30,361,2024-03-16,3.64,2,288,4,
12245554,"Uptown – Bright 1 bd #4, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.81975,-96.79046,Entire home/apt,113,3,32,2023-10-02,0.32,9,183,1,
12397251,Luxurious 3BR townhome in West Village,24649217,Van And Lynn,,District 14,32.81185,-96.79686,Entire home/apt,699,2,15,2023-12-31,0.15,1,174,2,
12759576,Ravinia Bungalow,69410401,Jim,,District 1,32.74218,-96.86933,Entire home/apt,89,1,866,2024-08-12,8.74,1,288,135,
12915291,Perfect Location- 2BR/2BA with office space,70820214,Edina And Joe,,District 11,32.94317,-96.81048,Entire home/apt,143,2,160,2024-05-13,1.60,1,346,18,
13042721,"M STREET HOUSE POOL SLEEPS 6 LOCAL, LOCAL, LOCAL",54424591,Bruce,,District 14,32.82835,-96.76814,Entire home/apt,379,3,147,2023-08-21,1.47,1,0,1,
13139581,"Stunning Room Near Uptown, Downtown, Deep Ellum",73227695,Aj,,District 14,32.79702,-96.79184,Private room,256,1,119,2022-05-13,1.19,6,353,0,
13262768,Chic ensuite room with  kitchenette/livingroom.,74141217,Fiona,,District 14,32.80227,-96.78656,Private room,85,2,208,2022-07-10,2.08,1,11,0,
13326792,Art Loft with Zen Den - Cedars / Downtown Dallas,61276660,M,,District 2,32.76758,-96.79105,Private room,94,2,62,2024-07-24,0.86,1,86,11,
13348105,New Decor! Private Studio Meets Needs & Much More!,71839752,Jonathan,,District 3,32.71103,-96.85882,Private room,121,2,145,2024-07-11,1.46,1,365,4,
13379582,Private Master Bedroom on trendy Lowest Greenville,76039395,Rob,,District 14,32.81582,-96.76825,Private room,79,2,101,2024-04-08,1.02,2,102,11,
13635641,Sophisticated gem in the historic Munger Place,23916014,Braden,,District 14,32.80039,-96.76521,Entire home/apt,107,5,19,2024-06-23,0.48,82,357,6,
14038228,Chic 2-story Loft Oasis in Historic Swiss Ave,23916014,Braden,,District 14,32.81234,-96.75664,Entire home/apt,124,5,21,2024-07-25,0.23,82,228,3,
14109983,Delightful flat in the heart of Uptown/Oaklawn.,84990738,Teresa,,District 14,32.81481,-96.80844,Entire home/apt,117,1,512,2024-08-10,5.34,1,306,85,
14135160,Comfy Clean Spacious 2BD Townhouse,85293121,Lan,,District 13,32.87513,-96.75307,Entire home/apt,,4,62,2024-04-04,0.67,1,0,6,
14230687,Conscious designed modern abiohome,13426639,Michael,,District 4,32.7441832,-96.79204709999999,Entire home/apt,320,2,1,2024-07-10,0.77,3,333,1,
14341244,Luxury oasis w/resort amenities Lower Greenville,23916014,Braden,,District 14,32.811405498066236,-96.75805930849204,Entire home/apt,107,5,18,2024-08-10,0.36,82,355,7,
14372091,Sweet Retreat-Highland Park,82337322,Donna,,District 14,32.82067,-96.80682,Entire home/apt,425,2,18,2023-11-27,0.19,2,343,1,
14385675,Dallas Luxury | Resort Condo,88343790,Sadiel,,District 14,32.79666,-96.80772,Entire home/apt,250,60,0,,,2,324,0,
14386734,Dallas at your doorstep! /Private guest suite,88358457,Jim,,District 2,32.82432,-96.83036,Private room,84,1,454,2024-08-16,4.65,1,44,79,
14430296,Cozy Room close to Downtown Dallas & SMU,42797060,Cindy,,District 14,32.84621,-96.76757,Private room,36,30,11,2019-01-18,0.12,1,289,0,
14649373,Bowser Ave Oaklawn Dallas,90964420,Rabecca,,District 14,32.81901,-96.8111,Private room,59,7,29,2021-11-22,0.30,1,0,0,
14653212,Bishop Arts Cottage,91003678,K.Irie,,District 1,32.7403758,-96.83271219999999,Entire home/apt,92,1,16,2024-08-13,4.57,1,71,16,
14806069,"Great location, Private bedr/bathr",68322746,Elias,,District 13,32.9038,-96.87348,Private room,,25,31,2024-07-30,0.32,1,69,1,
14839138,803 sqft Bright Trendy Uptown Studio,53212673,Grace,,District 14,32.79658,-96.79853,Entire home/apt,582,2,3,2016-10-09,0.03,1,358,0,
14843318,Empire Shared Space with Walls-Solo Travelers Only,59509385,Jeremy,,District 1,32.75502,-96.81407,Shared room,25,30,188,2024-07-04,1.94,5,29,6,
14843367,Emporium Shared Space with Walls-Solo Travelers,59509385,Jeremy,,District 1,32.75462,-96.81212,Shared room,23,30,168,2023-08-31,1.74,5,29,2,
14859551,Katy Trail Condo In Heart of Trendy Uptown!,41923076,Anj,,District 14,32.81617,-96.79579,Entire home/apt,151,2,296,2024-08-11,3.07,9,50,30,
14874252,Relaxed Dallas Uptown Townhome - Near SMU,47111572,Cynthia,,District 14,32.81339,-96.79517,Entire home/apt,147,30,107,2024-04-06,1.11,1,363,1,
14874622,Walkable Luxury Comfort Bishop Arts ★ Near It all,93232901,Ej,,District 1,32.7519,-96.82784,Entire home/apt,76,1,487,2024-08-07,5.12,12,261,49,
14947097,Dallas- Lakewood - On the Creek by White Rock Lake,36558634,Matt,,District 9,32.83724,-96.74616,Entire home/apt,500,30,6,2024-06-28,0.06,1,124,1,
15050487,"Cozy, Relax and, Charming 3/2 Home",16354066,Daniel,,District 3,32.65104,-96.94424,Entire home/apt,162,3,236,2024-07-12,2.45,1,334,25,
15073911,Fam Friendly 4 BDRM Home - Walk to Shops/Bars,39191637,Lee,,District 14,32.81566619873047,-96.78305053710938,Entire home/apt,181,2,197,2024-07-28,2.05,6,148,14,
15110568,"Cozy Nest - Near SMU, Convention Center & Downtown",95719694,Linda,,District 14,32.82881,-96.77874,Private room,57,2,491,2024-07-25,5.11,1,137,46,
15131990,Uptown Luxury Home with Cooling Spa/Outdoor Oasis,58642120,Rj,,District 14,32.80997,-96.80418,Entire home/apt,203,2,239,2024-07-16,2.50,1,62,33,
15132179,"Cozy Studio with Pool near Bishop Arts, Downtown",58996139,Jennifer,,District 3,32.69983316559001,-96.86833587797354,Entire home/apt,250,2,35,2024-05-25,0.46,1,289,2,
15132655,Stylish Stone Guesthouse at White Rock Lake,95945165,Mary Jo,,District 9,32.84044,-96.713,Entire home/apt,183,3,139,2024-08-03,1.46,1,126,19,
15132865,Stylish 3-BDRM Home |Near DT| Walk to Bars & Shops,39191637,Lee,,District 14,32.81565856933594,-96.7830810546875,Entire home/apt,176,2,129,2024-05-31,1.37,6,155,12,
15237714,Uptown/Downtown Modern Apartment,96828245,Chris,,District 2,32.80637,-96.78897,Entire home/apt,215,15,50,2021-03-16,0.52,1,365,0,
15342315,Charming Cabin Near Deep Ellum & Fair Park,10487666,Grady,,District 5,32.76427,-96.6942,Entire home/apt,61,1,1234,2024-08-12,13.39,3,76,156,
15394959,Stylish Dallas house | Prime location | Large pool,98470998,Josh,,District 14,32.85149,-96.75481,Entire home/apt,382,2,21,2024-08-03,0.22,1,129,2,
15396018,Modern Artsy Oak Lawn Oasis,98459184,Kris,,District 2,32.82142,-96.8228,Entire home/apt,256,30,17,2023-06-05,0.68,1,99,0,
15396199,Perfect Mansion Park Townhouse,9791021,Scott,,District 14,32.80348,-96.81279,Entire home/apt,300,2,2,2021-11-27,0.02,1,363,0,
15411661,A Cozy Home in Dallas,69524865,Veronica,,District 1,32.73939,-96.83027,Entire home/apt,104,4,135,2024-05-05,1.42,2,82,15,
15420172,"WARM, COZY Home By the Lake, SMU, State Fair, FUN!",4505460,Judy,,District 9,32.85315,-96.70441,Private room,46,3,79,2024-05-26,0.83,3,85,34,
15454467,Lakewood Private Quarters in the Heart of Dallas,72184929,Gp,,District 9,32.81863,-96.75121,Entire home/apt,119,1,348,2024-07-13,3.69,1,157,28,
15595790,Urban comfort,96993967,Lashonda,,District 4,32.7174,-96.76959,Private room,80,1,0,,,1,364,0,
15708430,14 minutes to Downtown/Fair Park  in East Dallas,2770842,Ericka,,District 7,32.80832,-96.68058,Private room,,1,102,2024-07-01,1.08,1,0,27,
15868576,The Designer Dallas Condo,102864844,Christina,,District 14,32.84966,-96.76371,Entire home/apt,109,20,53,2024-08-04,0.56,2,335,6,
16124597,Stunning Townhome Near Uptown/Downtown/Deep Ellum,73227695,Aj,,District 14,32.79498129660228,-96.79190701474266,Entire home/apt,193,1,337,2024-08-02,3.61,6,353,77,
16175103,El Dorado Shared Space-Solo Travelers Only,59509385,Jeremy,,District 1,32.75621,-96.81205,Shared room,25,30,180,2024-03-31,1.92,5,42,8,
16239694,"Amazing Luxury, Art-Filled Home in Preston Hollow",5742868,Tom And Diane,,District 13,32.88426,-96.78933,Entire home/apt,990,2,28,2024-06-30,0.31,1,281,2,
16353509,Downtown/Deep Ellum Great Location Very Private,605717,Leonard,,District 14,32.78704,-96.78759,Entire home/apt,74,1,1127,2024-08-04,12.10,3,278,144,
16365346,2 BR • Oak Lawn Condo • WFH Setups • Gated Parking,78199259,Minh,,District 14,32.81295,-96.81046,Entire home/apt,150,30,27,2024-02-13,0.29,4,199,2,
16405547,Comfortable (2BR/2BA) Executive Home,885061,Roberto,,District 7,32.79963,-96.70282,Entire home/apt,115,6,71,2024-08-11,0.78,3,147,14,
16418235,Big Private Bedroom in Dallas House I-20 & I-35E,2592644,Mike & Adriana,,District 8,32.63438,-96.82738,Private room,54,2,57,2023-07-13,0.61,6,52,0,
16491279,THE CAPSULE || Uniquely Designed Creative Space,56288960,Billy,,District 14,32.81427,-96.79485,Entire home/apt,139,21,25,2024-07-28,0.71,1,183,11,
16507160,The Cozy Owl Cottage - So Close to So Much,57773483,Denise,,District 9,32.8467,-96.74354,Entire home/apt,120,3,143,2024-08-13,1.64,1,206,13,
16648085,"Modern, Dog Friendly Apartment with a Private Patio",102678713,William,,District 2,32.80612,-96.78425,Entire home/apt,109,1,282,2024-07-30,3.11,1,328,42,
16708684,"Near Bishop Arts 
Tiny Blue House",64921836,Jerri,,District 1,32.75089,-96.84728,Entire home/apt,,2,334,2024-04-08,3.62,1,0,24,
16813046,The Blue Room - cozy clean and comfortable.,2592644,Mike & Adriana,,District 8,32.63423231557668,-96.82708617097423,Private room,53,2,50,2023-12-26,0.54,6,52,1,
16914852,"Upscale Townhouse, spacious, quiet, guest bedroom.",59908862,JoAnne,,District 12,32.99018,-96.80626,Private room,52,28,59,2024-07-27,0.64,1,122,4,
16973794,Private Guest Suite in Walkable Lowest Greenville,60226438,Jesse,,District 2,32.81436,-96.77674,Entire home/apt,75,2,101,2024-05-31,1.11,2,89,9,
16984473,Mid-Century Mod Comfort: Business or Pleasure!,684684,Bee,,District 13,32.90517,-96.85647,Entire home/apt,275,30,5,2022-10-02,0.08,1,204,0,
17042714,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,56,5,2021-09-30,0.06,125,326,0,
17095923,Personal Entire Queen Floor. Pets Welcome!,77565485,Noelle,,District 1,32.74573,-96.86242,Private room,88,1,313,2024-08-09,3.44,2,151,5,
17123019,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,5,2022-02-02,0.05,125,318,0,
17125487,Cozy contemporary 2-BR/2-bath condo near SMU,1373416,Rony,,District 14,32.83057,-96.78039,Entire home/apt,95,29,50,2024-06-08,0.55,1,174,3,
17142583,"Designed to Relax, Convenient Dallas Location!",57933646,Vera,,District 11,32.89225,-96.77256,Entire home/apt,70,1,407,2024-08-15,4.45,18,304,34,
17177420,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,6,2018-11-05,0.07,125,198,0,
17177697,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,56,7,2022-02-18,0.08,125,301,0,
17211064,Uptown/Katy Trail Chic & Central with Patio!,41923076,Anj,,District 14,32.81617,-96.79579,Entire home/apt,153,2,239,2024-07-21,2.62,9,66,19,
17347001,⭐️KING BED | FREE PARKING | GYM | POOL⭐️,108514926,Dalls,,District 14,32.81503,-96.79189,Entire home/apt,84,28,4,2023-11-16,0.09,125,365,2,
17379958,Uptown Dallas Townhome on Katy Trail!,38689899,James,,District 14,32.81515,-96.79685,Entire home/apt,206,2,96,2024-05-19,1.05,1,345,14,
17400901,King | Free Parking | w/D | SPECIAl Price,112593570,Max,,District 14,32.80221,-96.79254,Entire home/apt,200,20,1,2017-11-21,0.01,24,31,0,
17463770,Custom House Ranked Best by Architecture Digest,41923076,Anj,,District 2,32.80308151245117,-96.78341674804688,Entire home/apt,255,2,295,2024-07-25,3.26,9,76,30,
17478348,North Dallas Quiet Condo,107583316,Anthony,,District 11,32.93983,-96.81188,Entire home/apt,67,30,22,2024-04-05,0.25,2,153,2,
17505582,"4400 sqft 6BR/4BT Lake, pool, boat dock, renovated",57133221,Fang,,District 9,32.91668,-96.5025,Entire home/apt,644,3,206,2024-07-07,2.69,1,165,24,
17512017,"AMAZING CONDO, N.DALLAS PERFECT LOC",62476323,Jennifer,,District 10,32.90805,-96.74064,Entire home/apt,77,28,127,2024-06-19,1.41,4,343,21,
17527189,High Demand Private VIP with Heated Pool and Spa!,24407447,Blake,,District 10,32.901573,-96.744301,Entire home/apt,340,2,177,2024-07-12,2.02,14,347,17,
17612005,"< Dallas House, Large Yard, Pergola & HotTub >",117540337,Veronica,,District 8,32.63702,-96.83529,Entire home/apt,191,2,82,2024-07-27,0.92,2,176,9,
17669809,⭐️⭐️A Premier Location  Heart of Victory Park⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,20,8,2022-04-03,0.09,125,167,0,
17670164,⭐️⭐️⭐️⭐️ Walk to AA center and Katy Trail ⭐️⭐️⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,20,7,2019-09-01,0.08,125,147,0,
