id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28954524,"Nr Music Hall, Dwntn, 4B/2B - Very Clean",24921413,Micah,,District 2,32.78466,-96.74091,Entire home/apt,145,28,114,2024-06-09,1.62,7,319,8,
28963978,Modern Guesthouse Oasis in the Heart of Dallas,17479665,Gia,,District 14,32.8316,-96.77538,Entire home/apt,95,2,237,2024-07-28,3.32,1,54,34,
28965635,Uptown/Downtown | FREE parking | W/D | 2Tvs,108514926,Dalls,,District 14,32.80147,-96.79097,Entire home/apt,135,80,4,2024-01-28,0.06,125,78,1,
29037724,Eight QueenBed TownHome 2 Car Garage Rooftop Patio,3540076,Jon,,District 14,32.79282,-96.79028,Entire home/apt,186,1,81,2024-04-14,1.14,1,363,8,
29060488,Snuggle up in the Studded Paisley Bed at a Cozy Haven,153268486,Linda And Maika,,District 9,32.8505769200865,-96.73391814154061,Entire home/apt,139,2,249,2024-08-12,3.52,2,304,37,
29218942,"Private suite, Wash/Dry in great area",9891290,Jay,,District 11,32.88547,-96.77143,Private room,48,14,30,2024-07-31,0.42,1,364,5,
29259077,Everton Mi Casa,219338058,Christopher,,District 11,32.8922,-96.77456,Entire home/apt,60,1,1,2018-10-28,0.01,1,177,0,
29335317,"Trendy City Flat, Arboretum Tickets Available",57933646,Vera,,District 14,32.82215,-96.76452,Entire home/apt,75,1,355,2024-08-04,5.02,18,354,32,
29482515,♥SPACIOUS! 4 BR Home Close to Galleria Mall,8804876,Angela,,District 13,32.89884,-96.87337,Entire home/apt,162,5,133,2024-06-22,1.97,3,89,13,
29549531,Bishop Arts★Cozy★Large Groups★Near Everything!!,147574306,Anthony,,District 1,32.74922,-96.84016,Entire home/apt,257,2,159,2024-06-21,2.25,5,172,3,
29611902,Spotless & Convenient - 5 Min. to Downtown!,43042344,Rent On Your Terms,,District 2,32.80772,-96.81265,Entire home/apt,142,2,185,2024-07-28,2.63,43,318,52,
29636918,"Walk Everywhere -West Village, Katy Trail, Uptown",211225279,Jack,,District 14,32.80856,-96.79536,Entire home/apt,95,20,0,,,37,328,0,
29647505,The Donald. Entire Oak Lawn Apartment,4952226,Tim,,District 2,32.80994,-96.81272,Entire home/apt,99,2,244,2024-07-29,3.45,8,349,37,
29678879,Sophisticated Chic - 2 bedroom Oaklawn Dallas,43042344,Rent On Your Terms,,District 2,32.80788,-96.81114,Entire home/apt,66,1,194,2024-07-28,2.75,43,361,28,
29687028,"⭐️ MEDICAL DISTRICT, King Bed, Gym near Uptown⭐️",211225279,Jack,,District 2,32.81233,-96.83147,Entire home/apt,120,70,0,,,37,364,0,
29763915,1 Bedroom|King & Sofa Bed|Valet Parking|Walk Score 95/100|Downtown Dallas,305350123,Corporate,,District 2,32.77908,-96.79595,Entire home/apt,112,90,52,2021-03-05,0.76,16,364,0,
29833821,Luxurious North Dallas Home,224408066,Steve,,District 11,32.92698,-96.79811,Entire home/apt,295,2,17,2024-05-28,0.26,1,89,6,
29877961,Extend your Stay!,224682463,Craig,,District 14,32.80174,-96.7678,Entire home/apt,55,30,36,2024-07-13,0.52,1,233,1,
30098648,"⭐️DISCOUNT Beautiful Apartment, Amazing Location⭐️",108514926,Dalls,,District 14,32.80868,-96.80029,Entire home/apt,140,28,9,2024-03-24,0.14,125,365,2,
30098768,"⭐️DISCOUNT Beautiful Apartment, Amazing Location⭐️",108514926,Dalls,,District 14,32.80861,-96.80033,Entire home/apt,154,4,1,2020-05-29,0.02,125,16,0,
30098891,"⭐️DISCOUNT Beautiful Apartment, Amazing Location⭐️",108514926,Dalls,,District 14,32.80815,-96.79871,Entire home/apt,132,56,6,2021-08-27,0.09,125,365,0,
30098893,2 KING | w/D | Free parking | GYM,112593570,Max,,District 14,32.80423,-96.79044,Entire home/apt,300,56,5,2024-02-12,0.07,24,31,2,
30098963,"⭐️DISCOUNT Beautiful Apartment, Amazing Location⭐️",108514926,Dalls,,District 14,32.80883,-96.80022,Entire home/apt,133,12,4,2024-04-23,0.06,125,365,1,
30103569,Best Location | KING | W/D | FREE Parking,108514926,Dalls,,District 14,32.80864,-96.8003,Entire home/apt,204,56,6,2024-07-09,0.09,125,360,5,
30105394,Uptown 2 bedroom + den Super Comfortable,108514926,Dalls,,District 2,32.81417,-96.7882,Entire home/apt,138,7,6,2023-11-19,0.09,125,354,1,
30105463,Uptown 2 bedroom + den Super Comfortable,108514926,Dalls,,District 2,32.81436,-96.78858,Entire home/apt,493,2,6,2021-01-17,0.09,125,354,0,
30105477,2BR/2BT RELOCATION-SPECIOUS-COMYFY,112593570,Max,,District 14,32.80799,-96.80188,Entire home/apt,137,28,4,2023-08-31,0.06,24,364,1,
30106030,Uptown 2 bedroom + den Super Comfortable,108514926,Dalls,,District 14,32.81607,-96.78856,Entire home/apt,152,90,3,2019-09-04,0.04,125,354,0,
30106103,Uptown 2 bedroom + den Super Comfortable,108514926,Dalls,,District 14,32.81556,-96.78856,Entire home/apt,171,12,2,2019-09-23,0.03,125,354,0,
30180184,Cozy Bishop Arts! - Perf for Long Stay!,24921413,Micah,,District 1,32.74692,-96.83434,Entire home/apt,72,28,72,2024-07-11,1.04,7,256,11,
30199883,Tiny House in Wooded Backyard Near Bishop Arts District,5999198,Kelsea,,District 1,32.74645,-96.85374,Entire home/apt,65,1,407,2024-08-01,5.89,1,92,7,
30370365,Three Story Renovated Condo in the Heart of Dallas,149079146,Brian,,District 14,32.81697,-96.80658,Entire home/apt,999,1,161,2022-06-12,2.34,1,89,0,
30374120,Walking to Bishop Arts District - So Unique!,24921413,Micah,,District 1,32.74735,-96.83398,Entire home/apt,69,90,82,2024-07-26,1.18,7,249,3,
30395945,Bishop Arts District Paradise (nr downtown),24921413,Micah,,District 1,32.74689,-96.83387,Entire home/apt,71,500,74,2024-05-31,1.07,7,364,1,
30444501,Peace and privacy in this entire duplex,218095119,Tron,,District 7,32.75498,-96.64422,Entire home/apt,120,5,17,2022-11-22,0.25,1,89,0,
30445206,Vintage-style Apartment in Historical Building,37953969,Elias,,District 2,32.79459,-96.7664,Entire home/apt,75,1,43,2024-07-31,0.62,2,180,9,
30446941,Modern Apartment within a Historical Building.,37953969,Elias,,District 2,32.79459,-96.7664,Entire home/apt,70,1,50,2024-05-29,0.73,2,361,17,
30555376,Downtown Dallas Luxury Apartment,145092419,Jessica,,District 2,32.7776,-96.7954,Entire home/apt,239,1,2,2024-07-14,0.26,4,359,2,
30692729,Texas Sized Condo in Mid-Town Dallas,87715890,Amanda,,District 13,32.87471,-96.75736,Entire home/apt,136,2,66,2024-07-28,0.96,3,164,13,
30693183,Aggie Maroon Bedroom - King with Spacious Bath,87715890,Amanda,,District 13,32.87404,-96.75699,Private room,359,60,7,2022-05-15,0.10,3,164,0,
30693355,Texas Barnyard Red Room - King with Bathroom,87715890,Amanda,,District 13,32.87329,-96.75891,Private room,359,2,7,2022-05-15,0.11,3,164,0,
30746310,Extended Stay Townhouse 30 Days +,14138202,Nancy,,District 11,32.9285,-96.7676,Entire home/apt,113,20,75,2024-03-15,1.09,7,365,1,
31201590,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81235,-96.83037,Entire home/apt,120,20,1,2019-04-29,0.02,125,146,0,
31201685,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81212,-96.83064,Entire home/apt,200,2,2,2019-09-08,0.03,125,146,0,
31329966,Lakefront Condo 2 Bedroom,160117825,Nick,,District 9,32.85994,-96.53832,Entire home/apt,88,31,11,2023-12-18,0.28,3,109,3,
31339767,❤️ Luxury Apartment Uptown Dallas/West Village ❤️,108514926,Dalls,,District 14,32.8065,-96.79734,Entire home/apt,135,20,7,2022-12-13,0.19,125,229,0,
31340034,Free parking | king bed | Walk Score 94,211225279,Jack,,District 14,32.80826,-96.79629,Entire home/apt,120,12,1,2022-05-06,0.04,37,221,0,
31340332,Free parking | king bed | Walk Score 94,211225279,Jack,,District 14,32.80792,-96.79749,Entire home/apt,120,70,0,,,37,221,0,
31340382,Free parking | king bed | Walk Score 94,211225279,Jack,,District 14,32.80668,-96.79583,Entire home/apt,120,40,0,,,37,221,0,
31340427,Free parking | king bed | Walk Score 94,211225279,Jack,,District 14,32.8083,-96.7962,Entire home/apt,120,20,0,,,37,221,0,
31340815,2 Bedrooms FREE parking | 2 KING | W/D | 2 TVs,211225279,Jack,,District 14,32.80064,-96.79263,Entire home/apt,150,45,1,2023-11-19,0.11,37,31,1,
31444641,"Remodeled unit. Modern, minimalist & elegant.",57792678,Alex,,District 13,32.87929,-96.75623,Entire home/apt,81,7,41,2024-06-11,0.60,3,344,6,
31524397,★ Central 3 Bdrm 2 story ★ Uptown Dallas Long term,236234443,Sunshine,,District 14,32.81392,-96.79537,Entire home/apt,228,14,42,2020-08-29,0.63,5,365,0,
31534193,★ Peaceful Uptown Gem ★ Master Bdrm w/TV Long Term,236234443,Sunshine,,District 14,32.8123,-96.79395,Private room,75,7,25,2021-11-02,0.40,5,179,0,
31535063,Walk to Cole Park and West Village,236234443,Sunshine,,District 14,32.81222,-96.79369,Private room,60,14,40,2020-08-15,0.59,5,179,0,
31535315,Feel like home in Uptown Dallas!,236234443,Sunshine,,District 14,32.81406,-96.79496,Private room,60,7,23,2021-05-07,0.34,5,179,0,
31557830,"Lower Greenville Sweet Spot, Patio + King Bed",94063560,Christina,,District 14,32.81251,-96.76317,Entire home/apt,100,1,440,2024-08-04,6.58,2,64,80,
31600212,URBAN COWBOY - DISCOUNTS AVAILABLE!,236610068,Ashley,,District 1,32.74136,-96.86292,Entire home/apt,166,2,188,2024-07-19,2.84,1,57,32,
31619906,Uptown Luxurious Home,75946268,Kamhk,,District 14,32.79846,-96.78624,Entire home/apt,,1,14,2019-10-20,0.21,1,0,0,
31628641,Intimate Mid Century Modern in Heart of Dallas,81834325,Tom,,District 12,33.01143,-96.80779,Entire home/apt,149,3,21,2024-07-31,0.93,1,83,8,
31673623,Comfy Flat Only 3 Blocks from Lower Greenville!,20454667,Gabriel,,District 14,32.81321,-96.76452,Entire home/apt,72,2,31,2024-01-01,0.46,2,81,4,
31695150,Comfortable #Staycay Close to Everything In Dallas,219470672,Staycay,,District 2,32.84664,-96.83472,Entire home/apt,,30,76,2024-08-01,1.12,1,10,4,
31704508,Classic Oak Cliff House - Completely Updated,228893882,Nancy,,District 1,32.74084,-96.84209,Entire home/apt,150,2,109,2022-08-01,1.65,1,37,0,
31797842,Family Cottage in Dallas  Bishop Arts - 4BR 6 BEDS,123649125,Sean,,District 1,32.75062,-96.86825,Entire home/apt,157,2,163,2024-08-04,2.41,4,161,34,
31916093,"Creekside - 3br/2b, Fire Pit, Chef’s Kitchen",121544944,Taylor,,District 7,32.81342,-96.69486,Entire home/apt,184,2,125,2024-05-28,2.17,3,228,11,
31926816,PRIVATE ROMANTIC STUDIO near White Rock Lake,239368401,Lizhen Jocelyn,,District 9,32.85305,-96.74566,Entire home/apt,92,3,243,2024-07-28,3.61,1,64,31,
31948892,⭐️⭐️West Village Uptown NEW and AMAZING PRICE⭐️⭐️,108514926,Dalls,,District 14,32.80868,-96.79577,Entire home/apt,71,5,1,2019-02-14,0.01,125,206,0,
31949081,⭐️⭐️West Village Uptown NEW and AMAZING PRICE⭐️⭐️,108514926,Dalls,,District 14,32.80849,-96.79675,Entire home/apt,120,12,0,,,125,206,0,
31949250,⭐️⭐️West Village Uptown NEW and AMAZING PRICE⭐️⭐️,108514926,Dalls,,District 14,32.8107,-96.79584,Entire home/apt,120,40,0,,,125,206,0,
32002907,East Dallas Gem🪞2 Connecting BDRMS close to DWTN,13719097,Matt,,District 2,32.80214,-96.77264,Entire home/apt,68,30,99,2024-05-01,1.50,4,212,2,
32008991,Our Nest | Lower-Greenville Ave Area,10901678,Vera,,District 14,32.82363,-96.76495,Entire home/apt,80,1,323,2024-05-26,4.80,24,211,35,
32242193,North Dallas Condo,52313523,Steve,,District 14,32.84336,-96.76274,Entire home/apt,75,60,6,2024-08-03,0.10,1,104,2,
32242656,De-De’s Midtown Getaway,241956903,Diane,,District 11,32.8881,-96.78116,Private room,61,2,108,2024-04-09,1.62,1,171,12,
32267515,"Sunny, Historic Home from Home in Hip Bishop Arts District",242121488,Martha,,District 1,32.75518,-96.82948,Entire home/apt,295,2,132,2024-06-24,2.00,1,149,11,
32271893,The Loft (If booked - see The Studio),242162552,Leonard,,District 9,32.81611,-96.69509,Entire home/apt,99,3,97,2024-05-27,1.49,2,222,12,
32290623,"Welcome Y’all!! 
Central Dallas location.",10218711,Rebecca,,District 13,32.90402,-96.86799,Private room,65,1,37,2024-04-09,0.56,1,165,1,
32311401,Cozy Elegance★Bishop Arts★Near Everything!!,147574306,Anthony,,District 1,32.74726,-96.83859,Entire home/apt,210,2,158,2024-06-21,2.39,5,172,10,
32312251,Up to 16 Guests★Bishop Arts★Cozy★Near Everything!!,147574306,Anthony,,District 1,32.74932,-96.83989,Entire home/apt,407,2,120,2024-07-12,1.82,5,172,12,
32367117,Newly remodeled Pet-Friendly Bluffview Retreat,29282195,Audie,,District 13,32.85808,-96.84075,Entire home/apt,151,5,7,2019-12-29,0.11,4,115,0,
32443178,Quiet WR lake room w/monthly discount near DT &SMU,221928217,Pauline,,District 9,32.85387,-96.69894,Private room,59,6,7,2021-09-24,0.11,3,89,0,
32475281,3 BR/2 BA Executive home in wooded lot.,885061,Roberto,,District 7,32.79807,-96.70301,Entire home/apt,120,4,33,2024-08-04,0.53,3,147,12,
32499103,Oozing Modern Elegance filled with Natural Light,41923076,Anj,,District 2,32.81304168701172,-96.78389739990234,Entire home/apt,176,2,179,2024-07-29,2.69,9,149,32,
32503739,Swanky Modern and Bright home in Prime Location,41923076,Anj,,District 2,32.81304168701172,-96.78389739990234,Entire home/apt,179,2,158,2024-07-11,2.37,9,64,23,
32521040,Spacious Historic Home - Heart of Bishop Arts!,123649125,Sean,,District 1,32.75033,-96.84024,Entire home/apt,182,2,219,2024-08-04,3.34,4,188,36,
32522267,Nesting by the Garden,38950383,Laurie,,District 9,32.83313,-96.69672,Private room,,31,0,,,2,14,0,
32550261,"B:Private Entry, by Bishop Arts + Dwntwn, Peacocks",11775451,Faye,,District 4,32.73218,-96.82115,Private room,,1,69,2024-07-22,1.73,2,0,27,
32579157,Lovely One Bedroom with off-street parking.,104509952,Anthony,,District 14,32.8129299,-96.80942940000001,Entire home/apt,89,3,35,2024-07-15,1.61,7,351,15,
32632714,"Private Room, walking Distance to Arts District",885061,Roberto,,District 14,32.79671,-96.78602,Private room,40,30,26,2021-05-31,0.40,3,119,0,
32667970,Charming Craftsman Cottage,17547410,Danielle,,District 14,32.82002,-96.76345,Entire home/apt,101,2,32,2024-08-11,0.49,1,13,14,
32746403,Value & private suite in upscale house by UTD-1,216674639,Tim,,District 12,32.98975,-96.75807,Private room,50,5,14,2024-07-28,0.22,3,90,1,
32767166,"Clean, Pristine 3-Level Condo With King-Size Bed",246442951,Liz,,District 14,32.81386,-96.75672,Entire home/apt,265,31,23,2021-11-28,0.36,1,364,0,
32805335,Chic Urban Oasis,193512222,Carpediem,,District 14,32.81532,-96.76544,Entire home/apt,459,3,141,2024-07-29,2.15,18,347,32,
32824546,KING BED | FREE PARKING | GYM | POOL,211225279,Jack,,District 14,32.81297,-96.79128,Entire home/apt,135,56,3,2023-10-28,0.10,37,365,1,
32847559,Sleek Luxury Home in Prime Uptown Location!,41923076,Anj,,District 2,32.81304168701172,-96.78389739990234,Entire home/apt,179,2,162,2024-07-28,2.45,9,63,26,
32848175,Luxury Modern Living in Best of Uptown!,41923076,Anj,,District 2,32.81304168701172,-96.78389739990234,Entire home/apt,180,2,202,2024-07-28,3.05,9,56,26,
32859754,The Olga. Oak Lawn with Large Private Courtyard,4952226,Tim,,District 2,32.8112,-96.81398,Entire home/apt,100,2,208,2024-07-27,3.15,8,331,46,
32910613,Vacation Home with Private Pool,14138202,Nancy,,District 7,32.78398,-96.70344,Entire home/apt,499,20,66,2024-04-09,1.00,7,90,10,
32933008,"Luxury House with Heated Pool and Spa, 4 Bedrooms.",41414696,Matan,,District 12,33.00101,-96.79033,Entire home/apt,653,3,107,2024-06-26,1.68,2,353,12,
33008698,Retreat by the Lake w/mthly disc. near DT & SMU,221928217,Pauline,,District 9,32.85472,-96.69801,Private room,69,6,10,2019-10-22,0.15,3,89,0,
33008826,Lake  Retreat near SMU and DT w/monthly discount,221928217,Pauline,,District 9,32.8533,-96.6993,Private room,69,6,7,2021-09-25,0.12,3,89,0,
33108114,⭐️⭐️ Airbnb Dallas Monthly ⭐️⭐️Long Term ⭐️⭐️,108514926,Dalls,,District 2,32.81019,-96.83027,Entire home/apt,120,70,0,,,125,217,0,
33108342,⭐️⭐️ MEDICAL DISTRICT / Market Center / DART ⭐️⭐️,108514926,Dalls,,District 2,32.81166,-96.83039,Entire home/apt,120,40,0,,,125,217,0,
33108469,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81153,-96.83241,Entire home/apt,135,2,0,,,125,217,0,
33108785,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81247,-96.83021,Entire home/apt,120,12,0,,,125,217,0,
33108942,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81047,-96.83081,Entire home/apt,100,2,3,2021-03-22,0.06,125,217,0,
33112586,⭐️⭐️⭐️⭐️⭐️MEDICAL DISTRICT / Market Center / DART,108514926,Dalls,,District 2,32.81209,-96.83186,Entire home/apt,58,2,1,2020-05-10,0.02,125,217,0,
33122488,Urban Loft with CoWorking,91195494,Steven,,District 2,32.7766,-96.78145,Entire home/apt,89,4,55,2024-07-28,0.84,6,49,12,
33198135,"Private Guesthouse Close to Downtown, Deep Ellum.",249960325,Tereza,,District 2,32.79337,-96.75822,Entire home/apt,89,1,866,2024-08-16,13.48,9,343,111,
33229214,North Dallas Oasis: Private & Stylish Guest Suite,31351981,Grace,,District 12,32.98812,-96.76036,Entire home/apt,93,2,126,2024-07-01,1.91,1,156,30,
33275943,Rustic Pool House Quaint Country View of Pool/Pond,80755135,Nena & Hub,,District 10,32.91059,-96.71518,Entire home/apt,88,2,387,2024-08-11,6.03,1,184,78,
33365273,⭐️ Amazing Price on a Brand NEW UPTOWN Apartment⭐️,108514926,Dalls,,District 14,32.81478,-96.79016,Entire home/apt,96,28,2,2022-06-26,0.06,125,365,0,
33374580,3/2/2 Casa Near Downtown and White Rock Late #1,223722184,Reece,,District 9,32.80601,-96.70996,Entire home/apt,126,67,55,2024-07-24,0.84,2,242,8,
33377656,⭐️ Amazing Price on a Brand NEW UPTOWN Apartment⭐️,108514926,Dalls,,District 14,32.81433,-96.79213,Entire home/apt,245,2,1,2020-07-27,0.02,125,365,0,
33377966,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80886,-96.79742,Entire home/apt,96,7,6,2022-08-25,0.09,125,328,0,
33379877,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80941,-96.79728,Entire home/apt,555,2,2,2019-12-23,0.03,125,328,0,
33426803,Oak Cliff Guest House,73427341,Julie,,District 1,32.74767,-96.85978,Entire home/apt,95,7,33,2023-03-14,0.56,1,334,0,
33447260,☞Sleeps 16👈🏻Smart TVs in all Rooms | Keyless Entry,395823,Keith,,District 2,32.82322,-96.82211,Entire home/apt,593,2,45,2024-01-01,0.71,8,0,2,
33474953,Private Room and Full Bath in Old East Dallas,252220275,Patrick,,District 14,32.80394,-96.75411,Private room,41,1,597,2024-08-05,9.14,3,164,70,
33493763,⭐️   LOVE FIELD AIRPORT /MEDICAL DISTRICT  ⭐️,211225279,Jack,,District 2,32.81091,-96.8302,Entire home/apt,165,28,0,,,37,0,0,
33498885,"Spacious, Bright & Airy w/ King Bed&Balcony, SMU",51662786,Shelby,,District 14,32.82352,-96.76517,Entire home/apt,75,2,170,2024-07-26,2.61,6,165,29,
33502913,Garden home get-a-way,207792786,Brooke,,District 12,33.00767,-96.80122,Entire home/apt,119,7,129,2024-07-07,1.97,3,131,8,
33512804,★Amazing Backyard★ 5min walk to Restaurants,85191538,Mac,,District 2,32.81533,-96.77572,Entire home/apt,253,1,326,2024-07-04,4.98,10,58,82,
33527180,Modern and Beautiful House in the Heart of Dallas,162834224,Roksana,,District 10,32.92063,-96.70865,Private room,52,2,55,2024-07-16,0.87,2,365,4,
33561906,Vacation Home,102314542,Linda,,District 12,32.98689,-96.76098,Private room,109,1,5,2022-05-08,0.08,3,151,0,
33588236,Happy Trails + Luxury  Carriage House Apartment,134561219,Paul,,District 9,32.84986,-96.74388,Entire home/apt,49,4,49,2024-05-29,0.79,1,77,6,
33646199,"Dallas, TX Corp Condo 2 bed-2 bath near SMU",101950082,Linda,,District 14,32.84455,-96.76589,Entire home/apt,98,30,0,,,3,363,0,
33721020,Scandinavian Inspired Farmhouse Style Bungalow,254196081,Abby,,District 12,33.00358,-96.86201,Entire home/apt,124,4,167,2024-07-29,2.57,1,102,39,
33780194,Side Guest House | 2 Bed | Wifi | Netflix,90837657,Johnny,,District 2,32.83605,-96.85414,Entire home/apt,500,1,17,2021-11-22,0.46,1,89,0,
33810247,Northwest Dallas Luxury Retreat for Big Groups,64526429,Asher,,District 6,32.91365,-96.86358,Entire home/apt,220,1,152,2024-08-02,2.38,3,360,27,
33847923,3/2/2 Casa Near Downtown and White Rock Late #2,223722184,Reece,,District 9,32.80475,-96.71083,Entire home/apt,126,90,41,2024-08-04,0.63,2,262,4,
33855078,Quiet casita - queen bed w/ deck and patio,255634411,Jon,,District 7,32.81625,-96.67802,Private room,24,3,64,2024-03-26,0.99,1,162,7,
33884280,Oak Lawn - Mansion Park 1/1 assigned pkg & updated,11311623,Jim,,District 14,32.80553,-96.80959,Entire home/apt,114,30,22,2023-09-02,0.34,1,258,1,
34000242,Your Own Private Tiny House In the Heart of Dallas,252220275,Patrick,,District 14,32.80599,-96.75608,Entire home/apt,76,1,841,2024-08-04,13.54,3,171,129,
34055570,Cozy M-St Apt w/in 5min LowerGreenville/Uptown/SMU,805945,Ryan + Michelle,,District 14,32.82267,-96.77684,Entire home/apt,99,1,342,2024-08-14,5.28,1,138,50,
34142167,Head Into Downtown From a Dallas Dreamhouse,26669452,Aesha,,District 2,32.77872,-96.7858,Entire home/apt,882,1,8,2020-10-11,0.13,4,364,0,
34147652,"""The Roux House"" Offers Luxury, Comfort & Location",257810186,Christopher,,District 1,32.75493,-96.82518,Entire home/apt,295,3,134,2024-07-12,2.11,1,293,18,
34152695,Oak Lawn One-Bedroom Stunner,40044635,Jean,,District 2,32.81851,-96.83267,Entire home/apt,85,31,13,2023-02-01,0.21,1,39,0,
34256263,Uptown in front of a park.,236234443,Sunshine,,District 14,32.8134,-96.79366,Entire home/apt,200,7,0,,,5,364,0,
34282294,Clean and comfy! Near White Rock Lake & Arboretum,181178708,Ruth,,District 9,32.86128,-96.67818,Entire home/apt,150,2,252,2024-07-28,3.92,5,331,30,
34335679,Luxurious Condo in the Mist Of Downtown,256328421,Mary,,District 14,32.78281,-96.80157,Entire home/apt,99,1,219,2024-08-15,3.61,1,52,44,
34369397,Amazing Historical Home near Conv Ctr & Deep Ellum,132800378,Chelsea,,District 7,32.76863,-96.77235,Entire home/apt,209,1,220,2024-07-31,3.42,2,99,25,
34547075,A Cozy Private Room near Downtown: Guest Rm1,260708354,Raenell,,District 7,32.775482177734375,-96.66195678710938,Private room,60,2,16,2024-06-28,0.25,2,360,5,
34628944,High End Industrial Living in Downtown Dallas,156543716,Corporate Short Stays Dallas,,District 2,32.77759,-96.79605,Entire home/apt,114,90,12,2020-08-09,0.19,15,364,0,
34629615,1 Bedroom|King & Sofa Bed|Valet Parking|Walk Score 95/100|Downtown Dallas,305350123,Corporate,,District 2,32.77696,-96.79632,Entire home/apt,112,90,8,2020-08-09,0.13,16,364,0,
34721551,Close to Everything - Dallas Historic Neighborhood,104360889,Levi,,District 14,32.8027,-96.76141,Entire home/apt,,1,440,2024-06-19,6.89,2,0,49,
34745826,Corporate housing at west village Parking Washer n,188733636,Corporate,,District 14,32.80908,-96.7959,Entire home/apt,137,30,30,2023-06-03,0.48,4,151,0,
34857746,Downtown Full House with Sparkling Heated Spa Pool,262785992,Sophia,,District 14,32.79265594482422,-96.7892074584961,Entire home/apt,386,2,130,2024-08-11,2.07,2,258,27,
34901431,It's our location! Easy to get around Dallas,81924038,Anthony W.,,District 2,32.81113,-96.81221,Entire home/apt,375,3,41,2023-01-08,0.66,1,269,0,
34979675,Cedars - Downtown Townhouse in Walkable Area,23751816,Blake,,District 2,32.76774,-96.79472,Entire home/apt,293,180,30,2024-08-01,0.48,2,365,3,
35126581,"Private, Full Apartment. Pets Welcome!",77565485,Noelle,,District 1,32.74521,-96.86442,Entire home/apt,108,1,84,2024-08-05,1.37,2,310,11,
35127200,Private and Centrally Located,4219419,Viktoriya,,District 12,33.00796,-96.801,Entire home/apt,89,10,44,2024-05-02,0.70,1,83,4,
35234246,Big Corporate Apartment in the heart of Dallas,156543716,Corporate Short Stays Dallas,,District 2,32.7776,-96.7954,Entire home/apt,100,90,2,2019-08-05,0.03,15,364,0,
35320635,Value & comfy rest in upscale home by UTD-2,216674639,Tim,,District 12,32.9897,-96.75887,Private room,43,30,25,2024-05-21,0.40,3,283,3,
35385593,Mid-Century Oasis in the City,7257731,Anna,,District 10,32.87091,-96.69039,Entire home/apt,130,3,3,2020-10-06,0.05,2,365,0,
35425271,Sycamore Square 🍃 Close to Downtown with King Bed,13719097,Matt,,District 2,32.80047,-96.77118,Entire home/apt,68,30,19,2024-05-30,0.40,4,280,3,
35459172,The Cosmic Cowboy | 4 Story Luxury Townhome,22008305,David,,District 2,32.78317,-96.77188,Entire home/apt,267,3,188,2024-06-16,2.97,1,336,17,
35462122,Charming Devonshire Guest Cottage-Park Cities,9090318,Sarah,,District 13,32.85242,-96.81817,Entire home/apt,133,1,132,2024-06-21,2.13,1,167,31,
35496554,Starry Night in Aqua Blue Garage Apartment,83178794,Shentely,,District 1,32.74956,-96.8584,Private room,33,3,22,2024-04-09,0.35,3,76,1,
35514226,"1 Bedroom Apartment|1 Queen Bed, 1 Sofa Bed|Walk Score 95/100|",305350123,Corporate,,District 14,32.79833,-96.79748,Entire home/apt,114,90,5,2020-11-29,0.08,16,364,0,
35566132,"Central Luxury En Suite Bedrooms, Rooftop&King Bed",51662786,Shelby,,District 14,32.80243,-96.78737,Entire home/apt,179,2,108,2024-06-24,1.71,6,196,14,
35612946,Heart of Downtown convenient to play and business,255107609,Sheena,,District 14,32.77975,-96.80213,Private room,110,2,17,2024-06-03,0.28,1,151,3,
35704792,Like Home! Professional Condo!,175494578,Sarah,,District 12,33.00041,-96.80377,Entire home/apt,90,2,148,2024-05-18,2.35,2,257,20,
35734080,Backyard garden cottage in Oak Cliff,69110608,Amy,,District 3,32.70032,-96.86503,Entire home/apt,98,28,79,2024-06-30,1.26,1,110,16,
35769017,Ultimate Texas Experience With Heated Pool & Spa,24407447,Blake,,District 7,32.804226,-96.707634,Entire home/apt,357,2,132,2024-07-28,2.17,14,245,21,
35832133,Big Comfy Condo in Downtown Dallas (RS914),156543716,Corporate Short Stays Dallas,,District 2,32.7776,-96.7954,Entire home/apt,,90,3,2019-12-28,0.05,15,0,0,
